SITE_NO,SITE_ID,BU,SITE_NAME,REG,VP_DISTRICT,SITE_FULLNAME,YearMonth,RFID,SALE_TARGET,CLUSTER,LAT,LNG,CHANNEL
11154,11154,HYPERMARKET,Hangdong 1,North,Wichai Soomboonsod,11154-Hangdong 1,202502,20250211154,1858399.566,Tourist,18.7449633,98.9595089,B2B
11154,11154,HYPERMARKET,Hangdong 1,North,Wichai Soomboonsod,11154-Hangdong 1,202503,20250311154,1944984.107,Tourist,18.7449633,98.9595089,B2B
11154,11154,HYPERMARKET,Hangdong 1,North,Wichai Soomboonsod,11154-Hangdong 1,202504,20250411154,1890684.72,Tourist,18.7449633,98.9595089,B2B
11154,11154,HYPERMARKET,Hangdong 1,North,Wichai Soomboonsod,11154-Hangdong 1,202505,20250511154,2247516.548,Tourist,18.7449633,98.9595089,B2B
11154,11154,HYPERMARKET,Hangdong 1,North,Wichai Soomboonsod,11154-Hangdong 1,202506,20250611154,2605623.618,Tourist,18.7449633,98.9595089,B2B
11154,11154,HYPERMARKET,Hangdong 1,North,Wichai Soomboonsod,11154-Hangdong 1,202507,20250711154,2626732.199,Tourist,18.7449633,98.9595089,B2B
11154,11154,HYPERMARKET,Hangdong 1,North,Wichai Soomboonsod,11154-Hangdong 1,202508,20250811154,2388692.733,Tourist,18.7449633,98.9595089,B2B
11154,11154,HYPERMARKET,Hangdong 1,North,Wichai Soomboonsod,11154-Hangdong 1,202509,20250911154,2562522.393,Tourist,18.7449633,98.9595089,B2B
11154,11154,HYPERMARKET,Hangdong 1,North,Wichai Soomboonsod,11154-Hangdong 1,202510,20251011154,2574776.841,Tourist,18.7449633,98.9595089,B2B
11154,11154,HYPERMARKET,Hangdong 1,North,Wichai Soomboonsod,11154-Hangdong 1,202511,20251111154,2776239.463,Tourist,18.7449633,98.9595089,B2B
11154,11154,HYPERMARKET,Hangdong 1,North,Wichai Soomboonsod,11154-Hangdong 1,202512,20251211154,2832619.112,Tourist,18.7449633,98.9595089,B2B
11154,11154,HYP,Hangdong 1,,,11154-Hangdong 1,202601,20260111154,332516.5656,,,,PJS
11154,11154,HYP,Hangdong 1,,,11154-Hangdong 1,202601,20260111154,1569935.414,,,,B2B
11154,11154,HYP,Hangdong 1,,,11154-Hangdong 1,202602,20260211154,377670.0577,,,,PJS
11154,11154,HYP,Hangdong 1,,,11154-Hangdong 1,202602,20260211154,1478362.914,,,,B2B
11154,11154,HYP,Hangdong 1,,,11154-Hangdong 1,202603,20260311154,389299.3533,,,,PJS
11154,11154,HYP,Hangdong 1,,,11154-Hangdong 1,202603,20260311154,1552393.447,,,,B2B
11154,11154,HYP,Hangdong 1,,,11154-Hangdong 1,202604,20260411154,348814.0274,,,,PJS
11154,11154,HYP,Hangdong 1,,,11154-Hangdong 1,202604,20260411154,1702914.91,,,,B2B
11154,11154,HYP,Hangdong 1,,,11154-Hangdong 1,202605,20260511154,395802.4609,,,,PJS
11154,11154,HYP,Hangdong 1,,,11154-Hangdong 1,202605,20260511154,1596498.205,,,,B2B
11154,11154,HYP,Hangdong 1,,,11154-Hangdong 1,202606,20260611154,409243.1198,,,,PJS
11154,11154,HYP,Hangdong 1,,,11154-Hangdong 1,202606,20260611154,1487892.116,,,,B2B
11154,11154,HYP,Hangdong 1,,,11154-Hangdong 1,202607,20260711154,401606.8745,,,,PJS
11154,11154,HYP,Hangdong 1,,,11154-Hangdong 1,202607,20260711154,1804274.04,,,,B2B
11154,11154,HYP,Hangdong 1,,,11154-Hangdong 1,202608,20260811154,388300.0038,,,,PJS
11154,11154,HYP,Hangdong 1,,,11154-Hangdong 1,202608,20260811154,1824442.219,,,,B2B
11154,11154,HYP,Hangdong 1,,,11154-Hangdong 1,202609,20260911154,362673.7945,,,,PJS
11154,11154,HYP,Hangdong 1,,,11154-Hangdong 1,202609,20260911154,1848988.543,,,,B2B
11154,11154,HYP,Hangdong 1,,,11154-Hangdong 1,202610,20261011154,359357.5029,,,,PJS
11154,11154,HYP,Hangdong 1,,,11154-Hangdong 1,202610,20261011154,1851064.682,,,,B2B
11154,11154,HYP,Hangdong 1,,,11154-Hangdong 1,202611,20261111154,384977.9774,,,,PJS
11154,11154,HYP,Hangdong 1,,,11154-Hangdong 1,202611,20261111154,1827746.374,,,,B2B
11154,11154,HYP,Hangdong 1,,,11154-Hangdong 1,202612,20261211154,389457.8179,,,,PJS
11154,11154,HYP,Hangdong 1,,,11154-Hangdong 1,202612,20261211154,1855426.975,,,,B2B
11155,11155,HYPERMARKET,Ayuttaya Horeca,C&W,Wichian  Nasungnoen,11155-Ayuttaya Horeca,202401,20240111155,1358006.439,HYP,14.3185964,100.6113362,B2B
11155,11155,HYPERMARKET,Ayuttaya Horeca,C&W,Wichian  Nasungnoen,11155-Ayuttaya Horeca,202402,20240211155,1572806.06,HYP,14.3185964,100.6113362,B2B
11155,11155,HYPERMARKET,Ayuttaya Horeca,C&W,Wichian  Nasungnoen,11155-Ayuttaya Horeca,202403,20240311155,1704392.485,HYP,14.3185964,100.6113362,B2B
11155,11155,HYPERMARKET,Ayuttaya Horeca,C&W,Wichian  Nasungnoen,11155-Ayuttaya Horeca,202404,20240411155,1512400.959,HYP,14.3185964,100.6113362,B2B
11155,11155,HYPERMARKET,Ayuttaya Horeca,C&W,Wichian  Nasungnoen,11155-Ayuttaya Horeca,202405,20240511155,2193779.147,HYP,14.3185964,100.6113362,B2B
11155,11155,HYPERMARKET,Ayuttaya Horeca,C&W,Wichian  Nasungnoen,11155-Ayuttaya Horeca,202406,20240611155,1947560.928,HYP,14.3185964,100.6113362,B2B
11155,11155,HYPERMARKET,Ayuttaya Horeca,C&W,Wichian  Nasungnoen,11155-Ayuttaya Horeca,202407,20240711155,1952790.618,HYP,14.3185964,100.6113362,B2B
11155,11155,HYPERMARKET,Ayuttaya Horeca,C&W,Wichian  Nasungnoen,11155-Ayuttaya Horeca,202408,20240811155,1905641.588,HYP,14.3185964,100.6113362,B2B
11155,11155,HYPERMARKET,Ayuttaya Horeca,C&W,Wichian  Nasungnoen,11155-Ayuttaya Horeca,202409,20240911155,1780838.152,HYP,14.3185964,100.6113362,B2B
11155,11155,HYPERMARKET,Ayuttaya Horeca,C&W,Wichian  Nasungnoen,11155-Ayuttaya Horeca,202410,20241011155,2110549.829,HYP,14.3185964,100.6113362,B2B
11155,11155,HYPERMARKET,Ayuttaya Horeca,C&W,Wichian  Nasungnoen,11155-Ayuttaya Horeca,202411,20241111155,2161746.758,HYP,14.3185964,100.6113362,B2B
11155,11155,HYPERMARKET,Ayuttaya Horeca,C&W,Wichian  Nasungnoen,11155-Ayuttaya Horeca,202412,20241211155,2496819.115,HYP,14.3185964,100.6113362,B2B
11155,11155,HYPERMARKET,Ayuttaya Horeca,C&W,Wichian  Nasungnoen,11155-Ayuttaya Horeca,202501,20250111155,2762990.448,HYP,14.3185964,100.6113362,B2B
11155,11155,HYPERMARKET,Ayuttaya Horeca,C&W,Wichian  Nasungnoen,11155-Ayuttaya Horeca,202502,20250211155,3195760.066,HYP,14.3185964,100.6113362,B2B
11155,11155,HYPERMARKET,Ayuttaya Horeca,C&W,Wichian  Nasungnoen,11155-Ayuttaya Horeca,202503,20250311155,3344653.46,HYP,14.3185964,100.6113362,B2B
11155,11155,HYPERMARKET,Ayuttaya Horeca,C&W,Wichian  Nasungnoen,11155-Ayuttaya Horeca,202504,20250411155,3251278.592,HYP,14.3185964,100.6113362,B2B
11155,11155,HYPERMARKET,Ayuttaya Horeca,C&W,Wichian  Nasungnoen,11155-Ayuttaya Horeca,202505,20250511155,3864897.39,HYP,14.3185964,100.6113362,B2B
11155,11155,HYPERMARKET,Ayuttaya Horeca,C&W,Wichian  Nasungnoen,11155-Ayuttaya Horeca,202506,20250611155,4480709.132,HYP,14.3185964,100.6113362,B2B
11155,11155,HYPERMARKET,Ayuttaya Horeca,C&W,Wichian  Nasungnoen,11155-Ayuttaya Horeca,202507,20250711155,4517008.086,HYP,14.3185964,100.6113362,B2B
11155,11155,HYPERMARKET,Ayuttaya Horeca,C&W,Wichian  Nasungnoen,11155-Ayuttaya Horeca,202508,20250811155,4107668.226,HYP,14.3185964,100.6113362,B2B
11155,11155,HYPERMARKET,Ayuttaya Horeca,C&W,Wichian  Nasungnoen,11155-Ayuttaya Horeca,202509,20250911155,4406590.963,HYP,14.3185964,100.6113362,B2B
11155,11155,HYPERMARKET,Ayuttaya Horeca,C&W,Wichian  Nasungnoen,11155-Ayuttaya Horeca,202510,20251011155,4427664.083,HYP,14.3185964,100.6113362,B2B
11155,11155,HYPERMARKET,Ayuttaya Horeca,C&W,Wichian  Nasungnoen,11155-Ayuttaya Horeca,202511,20251111155,4774105.297,HYP,14.3185964,100.6113362,B2B
11155,11155,HYPERMARKET,Ayuttaya Horeca,C&W,Wichian  Nasungnoen,11155-Ayuttaya Horeca,202512,20251211155,4871057.446,HYP,14.3185964,100.6113362,B2B
11155,11155,HYP,Ayuttaya Horeca,,,11155-Ayuttaya Horeca,202601,20260111155,327256.0037,,,,PJS
11155,11155,HYP,Ayuttaya Horeca,,,11155-Ayuttaya Horeca,202601,20260111155,2599081.733,,,,B2B
11155,11155,HYP,Ayuttaya Horeca,,,11155-Ayuttaya Horeca,202602,20260211155,371695.1472,,,,PJS
11155,11155,HYP,Ayuttaya Horeca,,,11155-Ayuttaya Horeca,202602,20260211155,2447480.33,,,,B2B
11155,11155,HYP,Ayuttaya Horeca,,,11155-Ayuttaya Horeca,202603,20260311155,383140.4621,,,,PJS
11155,11155,HYP,Ayuttaya Horeca,,,11155-Ayuttaya Horeca,202603,20260311155,2570040.408,,,,B2B
11155,11155,HYP,Ayuttaya Horeca,,,11155-Ayuttaya Horeca,202604,20260411155,343295.6323,,,,PJS
11155,11155,HYP,Ayuttaya Horeca,,,11155-Ayuttaya Horeca,202604,20260411155,2819233.834,,,,B2B
11155,11155,HYP,Ayuttaya Horeca,,,11155-Ayuttaya Horeca,202605,20260511155,389540.6876,,,,PJS
11155,11155,HYP,Ayuttaya Horeca,,,11155-Ayuttaya Horeca,202605,20260511155,2643057.341,,,,B2B
11155,11155,HYP,Ayuttaya Horeca,,,11155-Ayuttaya Horeca,202606,20260611155,402768.7092,,,,PJS
11155,11155,HYP,Ayuttaya Horeca,,,11155-Ayuttaya Horeca,202606,20260611155,2463256.25,,,,B2B
11155,11155,HYP,Ayuttaya Horeca,,,11155-Ayuttaya Horeca,202607,20260711155,395253.2728,,,,PJS
11155,11155,HYP,Ayuttaya Horeca,,,11155-Ayuttaya Horeca,202607,20260711155,2987037.338,,,,B2B
11155,11155,HYP,Ayuttaya Horeca,,,11155-Ayuttaya Horeca,202608,20260811155,382156.9228,,,,PJS
11155,11155,HYP,Ayuttaya Horeca,,,11155-Ayuttaya Horeca,202608,20260811155,3020426.447,,,,B2B
11155,11155,HYP,Ayuttaya Horeca,,,11155-Ayuttaya Horeca,202609,20260911155,356936.1317,,,,PJS
11155,11155,HYP,Ayuttaya Horeca,,,11155-Ayuttaya Horeca,202609,20260911155,3061063.726,,,,B2B
11155,11155,HYP,Ayuttaya Horeca,,,11155-Ayuttaya Horeca,202610,20261011155,353672.3052,,,,PJS
11155,11155,HYP,Ayuttaya Horeca,,,11155-Ayuttaya Horeca,202610,20261011155,3064500.844,,,,B2B
11155,11155,HYP,Ayuttaya Horeca,,,11155-Ayuttaya Horeca,202611,20261111155,378887.4523,,,,PJS
11155,11155,HYP,Ayuttaya Horeca,,,11155-Ayuttaya Horeca,202611,20261111155,3025896.589,,,,B2B
11155,11155,HYP,Ayuttaya Horeca,,,11155-Ayuttaya Horeca,202612,20261211155,383296.4198,,,,PJS
11155,11155,HYP,Ayuttaya Horeca,,,11155-Ayuttaya Horeca,202612,20261211155,3071722.769,,,,B2B
11156,11156,HYPERMARKET,Sukothai,North,Wichai Soomboonsod,11156-Sukothai,202401,20240111156,1512325.352,HYP,17.0107827,99.7731917,B2B
11156,11156,HYPERMARKET,Sukothai,North,Wichai Soomboonsod,11156-Sukothai,202402,20240211156,1751534.022,HYP,17.0107827,99.7731917,B2B
11156,11156,HYPERMARKET,Sukothai,North,Wichai Soomboonsod,11156-Sukothai,202403,20240311156,1898073.449,HYP,17.0107827,99.7731917,B2B
11156,11156,HYPERMARKET,Sukothai,North,Wichai Soomboonsod,11156-Sukothai,202404,20240411156,1684264.705,HYP,17.0107827,99.7731917,B2B
11156,11156,HYPERMARKET,Sukothai,North,Wichai Soomboonsod,11156-Sukothai,202405,20240511156,2443072.231,HYP,17.0107827,99.7731917,B2B
11156,11156,HYPERMARKET,Sukothai,North,Wichai Soomboonsod,11156-Sukothai,202406,20240611156,2168874.669,HYP,17.0107827,99.7731917,B2B
11156,11156,HYPERMARKET,Sukothai,North,Wichai Soomboonsod,11156-Sukothai,202407,20240711156,2174698.643,HYP,17.0107827,99.7731917,B2B
11156,11156,HYPERMARKET,Sukothai,North,Wichai Soomboonsod,11156-Sukothai,202408,20240811156,2122191.768,HYP,17.0107827,99.7731917,B2B
11156,11156,HYPERMARKET,Sukothai,North,Wichai Soomboonsod,11156-Sukothai,202409,20240911156,1983206.124,HYP,17.0107827,99.7731917,B2B
11156,11156,HYPERMARKET,Sukothai,North,Wichai Soomboonsod,11156-Sukothai,202410,20241011156,2350385.037,HYP,17.0107827,99.7731917,B2B
11156,11156,HYPERMARKET,Sukothai,North,Wichai Soomboonsod,11156-Sukothai,202411,20241111156,2407399.799,HYP,17.0107827,99.7731917,B2B
11156,11156,HYPERMARKET,Sukothai,North,Wichai Soomboonsod,11156-Sukothai,202412,20241211156,2780548.56,HYP,17.0107827,99.7731917,B2B
11156,11156,HYPERMARKET,Sukothai,North,Wichai Soomboonsod,11156-Sukothai,202501,20250111156,1272292.765,HYP,17.0107827,99.7731917,B2B
11156,11156,HYPERMARKET,Sukothai,North,Wichai Soomboonsod,11156-Sukothai,202502,20250211156,1471573.097,HYP,17.0107827,99.7731917,B2B
11156,11156,HYPERMARKET,Sukothai,North,Wichai Soomboonsod,11156-Sukothai,202503,20250311156,1540135.038,HYP,17.0107827,99.7731917,B2B
11156,11156,HYPERMARKET,Sukothai,North,Wichai Soomboonsod,11156-Sukothai,202504,20250411156,1497138.086,HYP,17.0107827,99.7731917,B2B
11156,11156,HYPERMARKET,Sukothai,North,Wichai Soomboonsod,11156-Sukothai,202505,20250511156,1779695.254,HYP,17.0107827,99.7731917,B2B
11156,11156,HYPERMARKET,Sukothai,North,Wichai Soomboonsod,11156-Sukothai,202506,20250611156,2063262.222,HYP,17.0107827,99.7731917,B2B
11156,11156,HYPERMARKET,Sukothai,North,Wichai Soomboonsod,11156-Sukothai,202507,20250711156,2079977.045,HYP,17.0107827,99.7731917,B2B
11156,11156,HYPERMARKET,Sukothai,North,Wichai Soomboonsod,11156-Sukothai,202508,20250811156,1891485.571,HYP,17.0107827,99.7731917,B2B
11156,11156,HYPERMARKET,Sukothai,North,Wichai Soomboonsod,11156-Sukothai,202509,20250911156,2029132.531,HYP,17.0107827,99.7731917,B2B
11156,11156,HYPERMARKET,Sukothai,North,Wichai Soomboonsod,11156-Sukothai,202510,20251011156,2038836.212,HYP,17.0107827,99.7731917,B2B
11156,11156,HYPERMARKET,Sukothai,North,Wichai Soomboonsod,11156-Sukothai,202511,20251111156,2198364.324,HYP,17.0107827,99.7731917,B2B
11156,11156,HYPERMARKET,Sukothai,North,Wichai Soomboonsod,11156-Sukothai,202512,20251211156,2243008.532,HYP,17.0107827,99.7731917,B2B
11156,11156,HYP,Sukothai,,,11156-Sukothai,202601,20260111156,1511674.636,,,,B2B
11156,11156,HYP,Sukothai,,,11156-Sukothai,202601,20260111156,3065942.246,,,,PJS
11156,11156,HYP,Sukothai,,,11156-Sukothai,202602,20260211156,1423500.42,,,,B2B
11156,11156,HYP,Sukothai,,,11156-Sukothai,202602,20260211156,3482276.389,,,,PJS
11156,11156,HYP,Sukothai,,,11156-Sukothai,202603,20260311156,1494783.657,,,,B2B
11156,11156,HYP,Sukothai,,,11156-Sukothai,202603,20260311156,3589503.373,,,,PJS
11156,11156,HYP,Sukothai,,,11156-Sukothai,202604,20260411156,1639719.223,,,,B2B
11156,11156,HYP,Sukothai,,,11156-Sukothai,202604,20260411156,3216211.682,,,,PJS
11156,11156,HYP,Sukothai,,,11156-Sukothai,202605,20260511156,1537251.674,,,,B2B
11156,11156,HYP,Sukothai,,,11156-Sukothai,202605,20260511156,3649464.753,,,,PJS
11156,11156,HYP,Sukothai,,,11156-Sukothai,202606,20260611156,1432675.991,,,,B2B
11156,11156,HYP,Sukothai,,,11156-Sukothai,202606,20260611156,3773393.268,,,,PJS
11156,11156,HYP,Sukothai,,,11156-Sukothai,202607,20260711156,1737316.886,,,,B2B
11156,11156,HYP,Sukothai,,,11156-Sukothai,202607,20260711156,3702983.883,,,,PJS
11156,11156,HYP,Sukothai,,,11156-Sukothai,202608,20260811156,1756736.617,,,,B2B
11156,11156,HYP,Sukothai,,,11156-Sukothai,202608,20260811156,3580288.952,,,,PJS
11156,11156,HYP,Sukothai,,,11156-Sukothai,202609,20260911156,1780372.02,,,,B2B
11156,11156,HYP,Sukothai,,,11156-Sukothai,202609,20260911156,3344004.55,,,,PJS
11156,11156,HYP,Sukothai,,,11156-Sukothai,202610,20261011156,1782371.113,,,,B2B
11156,11156,HYP,Sukothai,,,11156-Sukothai,202610,20261011156,3313426.949,,,,PJS
11156,11156,HYP,Sukothai,,,11156-Sukothai,202611,20261111156,1759918.154,,,,B2B
11156,11156,HYP,Sukothai,,,11156-Sukothai,202611,20261111156,3549658.474,,,,PJS
11156,11156,HYP,Sukothai,,,11156-Sukothai,202612,20261211156,1786571.519,,,,B2B
11156,11156,HYP,Sukothai,,,11156-Sukothai,202612,20261211156,3590964.483,,,,PJS
11157,11157,HYPERMARKET,Banpong,C&W,Wichian  Nasungnoen,11157-Banpong,202401,20240111157,3391823.68,HYP,13.7956118,99.9163147,B2B
11157,11157,HYPERMARKET,Banpong,C&W,Wichian  Nasungnoen,11157-Banpong,202402,20240211157,3928317.78,HYP,13.7956118,99.9163147,B2B
11157,11157,HYPERMARKET,Banpong,C&W,Wichian  Nasungnoen,11157-Banpong,202403,20240311157,4256974.507,HYP,13.7956118,99.9163147,B2B
11157,11157,HYPERMARKET,Banpong,C&W,Wichian  Nasungnoen,11157-Banpong,202404,20240411157,3777447.029,HYP,13.7956118,99.9163147,B2B
11157,11157,HYPERMARKET,Banpong,C&W,Wichian  Nasungnoen,11157-Banpong,202405,20240511157,5479290.705,HYP,13.7956118,99.9163147,B2B
11157,11157,HYPERMARKET,Banpong,C&W,Wichian  Nasungnoen,11157-Banpong,202406,20240611157,4864323.97,HYP,13.7956118,99.9163147,B2B
11157,11157,HYPERMARKET,Banpong,C&W,Wichian  Nasungnoen,11157-Banpong,202407,20240711157,4877385.903,HYP,13.7956118,99.9163147,B2B
11157,11157,HYPERMARKET,Banpong,C&W,Wichian  Nasungnoen,11157-Banpong,202408,20240811157,4759624.165,HYP,13.7956118,99.9163147,B2B
11157,11157,HYPERMARKET,Banpong,C&W,Wichian  Nasungnoen,11157-Banpong,202409,20240911157,4447908.966,HYP,13.7956118,99.9163147,B2B
11157,11157,HYPERMARKET,Banpong,C&W,Wichian  Nasungnoen,11157-Banpong,202410,20241011157,5271413.068,HYP,13.7956118,99.9163147,B2B
11157,11157,HYPERMARKET,Banpong,C&W,Wichian  Nasungnoen,11157-Banpong,202411,20241111157,5399285.036,HYP,13.7956118,99.9163147,B2B
11157,11157,HYPERMARKET,Banpong,C&W,Wichian  Nasungnoen,11157-Banpong,202412,20241211157,6236178.237,HYP,13.7956118,99.9163147,B2B
11157,11157,HYPERMARKET,Banpong,C&W,Wichian  Nasungnoen,11157-Banpong,202501,20250111157,7632493.965,HYP,13.7956118,99.9163147,B2B
11157,11157,HYPERMARKET,Banpong,C&W,Wichian  Nasungnoen,11157-Banpong,202502,20250211157,8827978.19,HYP,13.7956118,99.9163147,B2B
11157,11157,HYPERMARKET,Banpong,C&W,Wichian  Nasungnoen,11157-Banpong,202503,20250311157,9239281.795,HYP,13.7956118,99.9163147,B2B
11157,11157,HYPERMARKET,Banpong,C&W,Wichian  Nasungnoen,11157-Banpong,202504,20250411157,8981342.751,HYP,13.7956118,99.9163147,B2B
11157,11157,HYPERMARKET,Banpong,C&W,Wichian  Nasungnoen,11157-Banpong,202505,20250511157,10676405.35,HYP,13.7956118,99.9163147,B2B
11157,11157,HYPERMARKET,Banpong,C&W,Wichian  Nasungnoen,11157-Banpong,202506,20250611157,12377525.75,HYP,13.7956118,99.9163147,B2B
11157,11157,HYPERMARKET,Banpong,C&W,Wichian  Nasungnoen,11157-Banpong,202507,20250711157,12477798.1,HYP,13.7956118,99.9163147,B2B
11157,11157,HYPERMARKET,Banpong,C&W,Wichian  Nasungnoen,11157-Banpong,202508,20250811157,11347036.31,HYP,13.7956118,99.9163147,B2B
11157,11157,HYPERMARKET,Banpong,C&W,Wichian  Nasungnoen,11157-Banpong,202509,20250911157,12172781.47,HYP,13.7956118,99.9163147,B2B
11157,11157,HYPERMARKET,Banpong,C&W,Wichian  Nasungnoen,11157-Banpong,202510,20251011157,12230993.93,HYP,13.7956118,99.9163147,B2B
11157,11157,HYPERMARKET,Banpong,C&W,Wichian  Nasungnoen,11157-Banpong,202511,20251111157,13188004.28,HYP,13.7956118,99.9163147,B2B
11157,11157,HYPERMARKET,Banpong,C&W,Wichian  Nasungnoen,11157-Banpong,202512,20251211157,13455825.22,HYP,13.7956118,99.9163147,B2B
11157,11157,HYP,Banpong,,,11157-Banpong,202601,20260111157,644756.3607,,,,PJS
11157,11157,HYP,Banpong,,,11157-Banpong,202601,20260111157,5087470.727,,,,B2B
11157,11157,HYP,Banpong,,,11157-Banpong,202602,20260211157,732309.8972,,,,PJS
11157,11157,HYP,Banpong,,,11157-Banpong,202602,20260211157,4790724.499,,,,B2B
11157,11157,HYP,Banpong,,,11157-Banpong,202603,20260311157,754859.337,,,,PJS
11157,11157,HYP,Banpong,,,11157-Banpong,202603,20260311157,5030624.923,,,,B2B
11157,11157,HYP,Banpong,,,11157-Banpong,202604,20260411157,676357.4696,,,,PJS
11157,11157,HYP,Banpong,,,11157-Banpong,202604,20260411157,5518398.833,,,,B2B
11157,11157,HYP,Banpong,,,11157-Banpong,202605,20260511157,767468.9944,,,,PJS
11157,11157,HYP,Banpong,,,11157-Banpong,202605,20260511157,5173549.059,,,,B2B
11157,11157,HYP,Banpong,,,11157-Banpong,202606,20260611157,793530.7045,,,,PJS
11157,11157,HYP,Banpong,,,11157-Banpong,202606,20260611157,4821604.457,,,,B2B
11157,11157,HYP,Banpong,,,11157-Banpong,202607,20260711157,778723.8702,,,,PJS
11157,11157,HYP,Banpong,,,11157-Banpong,202607,20260711157,5846859.23,,,,B2B
11157,11157,HYP,Banpong,,,11157-Banpong,202608,20260811157,752921.5782,,,,PJS
11157,11157,HYP,Banpong,,,11157-Banpong,202608,20260811157,5912215.432,,,,B2B
11157,11157,HYP,Banpong,,,11157-Banpong,202609,20260911157,703231.8389,,,,PJS
11157,11157,HYP,Banpong,,,11157-Banpong,202609,20260911157,5991759.283,,,,B2B
11157,11157,HYP,Banpong,,,11157-Banpong,202610,20261011157,696801.4821,,,,PJS
11157,11157,HYP,Banpong,,,11157-Banpong,202610,20261011157,5998487.136,,,,B2B
11157,11157,HYP,Banpong,,,11157-Banpong,202611,20261111157,746480.1015,,,,PJS
11157,11157,HYP,Banpong,,,11157-Banpong,202611,20261111157,5922922.748,,,,B2B
11157,11157,HYP,Banpong,,,11157-Banpong,202612,20261211157,755166.6032,,,,PJS
11157,11157,HYP,Banpong,,,11157-Banpong,202612,20261211157,6012623.409,,,,B2B
11158,11158,HYPERMARKET,Chaiyaphoom,NE2,Pajaob Wongpakdee,11158-Chaiyaphoom,202401,20240111158,1441606.271,HYP,15.7772332,102.0265783,B2B
11158,11158,HYPERMARKET,Chaiyaphoom,NE2,Pajaob Wongpakdee,11158-Chaiyaphoom,202402,20240211158,1669629.109,HYP,15.7772332,102.0265783,B2B
11158,11158,HYPERMARKET,Chaiyaphoom,NE2,Pajaob Wongpakdee,11158-Chaiyaphoom,202403,20240311158,1809316.087,HYP,15.7772332,102.0265783,B2B
11158,11158,HYPERMARKET,Chaiyaphoom,NE2,Pajaob Wongpakdee,11158-Chaiyaphoom,202404,20240411158,1605505.428,HYP,15.7772332,102.0265783,B2B
11158,11158,HYPERMARKET,Chaiyaphoom,NE2,Pajaob Wongpakdee,11158-Chaiyaphoom,202405,20240511158,2328829.736,HYP,15.7772332,102.0265783,B2B
11158,11158,HYPERMARKET,Chaiyaphoom,NE2,Pajaob Wongpakdee,11158-Chaiyaphoom,202406,20240611158,2067454.15,HYP,15.7772332,102.0265783,B2B
11158,11158,HYPERMARKET,Chaiyaphoom,NE2,Pajaob Wongpakdee,11158-Chaiyaphoom,202407,20240711158,2073005.784,HYP,15.7772332,102.0265783,B2B
11158,11158,HYPERMARKET,Chaiyaphoom,NE2,Pajaob Wongpakdee,11158-Chaiyaphoom,202408,20240811158,2022954.226,HYP,15.7772332,102.0265783,B2B
11158,11158,HYPERMARKET,Chaiyaphoom,NE2,Pajaob Wongpakdee,11158-Chaiyaphoom,202409,20240911158,1890467.803,HYP,15.7772332,102.0265783,B2B
11158,11158,HYPERMARKET,Chaiyaphoom,NE2,Pajaob Wongpakdee,11158-Chaiyaphoom,202410,20241011158,2240476.763,HYP,15.7772332,102.0265783,B2B
11158,11158,HYPERMARKET,Chaiyaphoom,NE2,Pajaob Wongpakdee,11158-Chaiyaphoom,202411,20241111158,2294825.411,HYP,15.7772332,102.0265783,B2B
11158,11158,HYPERMARKET,Chaiyaphoom,NE2,Pajaob Wongpakdee,11158-Chaiyaphoom,202412,20241211158,2650525.059,HYP,15.7772332,102.0265783,B2B
11158,11158,HYPERMARKET,Chaiyaphoom,NE2,Pajaob Wongpakdee,11158-Chaiyaphoom,202501,20250111158,1282253.09,HYP,15.7772332,102.0265783,B2B
11158,11158,HYPERMARKET,Chaiyaphoom,NE2,Pajaob Wongpakdee,11158-Chaiyaphoom,202502,20250211158,1483093.516,HYP,15.7772332,102.0265783,B2B
11158,11158,HYPERMARKET,Chaiyaphoom,NE2,Pajaob Wongpakdee,11158-Chaiyaphoom,202503,20250311158,1552192.204,HYP,15.7772332,102.0265783,B2B
11158,11158,HYPERMARKET,Chaiyaphoom,NE2,Pajaob Wongpakdee,11158-Chaiyaphoom,202504,20250411158,1508858.644,HYP,15.7772332,102.0265783,B2B
11158,11158,HYPERMARKET,Chaiyaphoom,NE2,Pajaob Wongpakdee,11158-Chaiyaphoom,202505,20250511158,1793627.851,HYP,15.7772332,102.0265783,B2B
11158,11158,HYPERMARKET,Chaiyaphoom,NE2,Pajaob Wongpakdee,11158-Chaiyaphoom,202506,20250611158,2079414.764,HYP,15.7772332,102.0265783,B2B
11158,11158,HYPERMARKET,Chaiyaphoom,NE2,Pajaob Wongpakdee,11158-Chaiyaphoom,202507,20250711158,2096260.441,HYP,15.7772332,102.0265783,B2B
11158,11158,HYPERMARKET,Chaiyaphoom,NE2,Pajaob Wongpakdee,11158-Chaiyaphoom,202508,20250811158,1906293.335,HYP,15.7772332,102.0265783,B2B
11158,11158,HYPERMARKET,Chaiyaphoom,NE2,Pajaob Wongpakdee,11158-Chaiyaphoom,202509,20250911158,2045017.883,HYP,15.7772332,102.0265783,B2B
11158,11158,HYPERMARKET,Chaiyaphoom,NE2,Pajaob Wongpakdee,11158-Chaiyaphoom,202510,20251011158,2054797.531,HYP,15.7772332,102.0265783,B2B
11158,11158,HYPERMARKET,Chaiyaphoom,NE2,Pajaob Wongpakdee,11158-Chaiyaphoom,202511,20251111158,2215574.532,HYP,15.7772332,102.0265783,B2B
