SITE_NO,SITE_ID,BU,SITE_NAME,REG,VP_DISTRICT,SITE_FULLNAME,YearMonth,RFID,SALE_TARGET,CLUSTER,LAT,LNG,CHANNEL
0,0,HYP,Bangbor (Samutprakarn),,,0-Bangbor (Samutprakarn),202601,2026010,0,,,,B2B
0,0,HYP,Bangbor (Samutprakarn),,,0-Bangbor (Samutprakarn),202601,2026010,0,,,,PJS
0,0,BMK,Boonchareon,,,0-Boonchareon,202601,2026010,0,,,,B2B
0,0,BMK,Boonchareon,,,0-Boonchareon,202601,2026010,0,,,,PJS
0,0,Foodplace,Chiangmai (Lannatique),,,0-Chiangmai (Lannatique),202601,2026010,0,,,,B2B
0,0,BMK,Ekkachai,,,0-Ekkachai,202601,2026010,0,,,,B2B
0,0,BMK,Ekkachai,,,0-Ekkachai,202601,2026010,0,,,,PJS
0,0,HYP,Khonkan ทางรถไฟ,,,0-Khonkan ทางรถไฟ,202601,2026010,0,,,,B2B
0,0,HYP,Khonkan ทางรถไฟ,,,0-Khonkan ทางรถไฟ,202601,2026010,0,,,,PJS
0,0,HYP,Korat,,,0-Korat,202601,2026010,0,,,,B2B
0,0,HYP,Korat,,,0-Korat,202601,2026010,0,,,,PJS
0,0,HYP,Ladkrabang,,,0-Ladkrabang,202601,2026010,0,,,,B2B
0,0,HYP,Ladkrabang,,,0-Ladkrabang,202601,2026010,0,,,,PJS
0,0,HYP,"Masod, Tak",,,"0-Masod, Tak",202601,2026010,0,,,,B2B
0,0,HYP,"Masod, Tak",,,"0-Masod, Tak",202601,2026010,0,,,,PJS
0,0,Foodplace,PARC Bangna,,,0-PARC Bangna,202601,2026010,0,,,,B2B
0,0,Foodplace,PARC Bangna,,,0-PARC Bangna,202601,2026010,0,,,,PJS
0,0,BMK,Petchpaiboon ,,,0-Petchpaiboon ,202601,2026010,0,,,,B2B
0,0,BMK,Petchpaiboon ,,,0-Petchpaiboon ,202601,2026010,0,,,,PJS
0,0,BMK,Sannambinnam,,,0-Sannambinnam,202601,2026010,0,,,,B2B
0,0,BMK,Sannambinnam,,,0-Sannambinnam,202601,2026010,0,,,,PJS
0,0,Foodplace,Udomsuk ,,,0-Udomsuk ,202601,2026010,0,,,,B2B
0,0,Foodplace,Udomsuk ,,,0-Udomsuk ,202601,2026010,0,,,,PJS
0,0,Foodplace,Uthaithani,,,0-Uthaithani,202601,2026010,0,,,,B2B
0,0,Foodplace,Uthaithani,,,0-Uthaithani,202601,2026010,0,,,,PJS
0,0,Foodplace,Yaowarat ,,,0-Yaowarat ,202601,2026010,0,,,,B2B
0,0,Foodplace,Yaowarat ,,,0-Yaowarat ,202601,2026010,0,,,,PJS
0,0,HYP,Bangbor (Samutprakarn),,,0-Bangbor (Samutprakarn),202602,2026020,0,,,,B2B
0,0,HYP,Bangbor (Samutprakarn),,,0-Bangbor (Samutprakarn),202602,2026020,0,,,,PJS
0,0,BMK,Boonchareon,,,0-Boonchareon,202602,2026020,0,,,,B2B
0,0,BMK,Boonchareon,,,0-Boonchareon,202602,2026020,0,,,,PJS
0,0,Foodplace,Chiangmai (Lannatique),,,0-Chiangmai (Lannatique),202602,2026020,0,,,,B2B
0,0,Foodplace,Chiangmai (Lannatique),,,0-Chiangmai (Lannatique),202602,2026020,0,,,,PJS
0,0,Foodplace,Chiangmai (Lannatique),,,0-Chiangmai (Lannatique),202602,2026020,0,,,,PJS
0,0,BMK,Ekkachai,,,0-Ekkachai,202602,2026020,0,,,,B2B
0,0,BMK,Ekkachai,,,0-Ekkachai,202602,2026020,0,,,,PJS
0,0,HYP,Khonkan ทางรถไฟ,,,0-Khonkan ทางรถไฟ,202602,2026020,0,,,,B2B
0,0,HYP,Khonkan ทางรถไฟ,,,0-Khonkan ทางรถไฟ,202602,2026020,0,,,,PJS
0,0,HYP,Korat,,,0-Korat,202602,2026020,0,,,,B2B
0,0,HYP,Korat,,,0-Korat,202602,2026020,0,,,,PJS
0,0,HYP,Ladkrabang,,,0-Ladkrabang,202602,2026020,0,,,,B2B
0,0,HYP,Ladkrabang,,,0-Ladkrabang,202602,2026020,0,,,,PJS
0,0,HYP,"Masod, Tak",,,"0-Masod, Tak",202602,2026020,0,,,,B2B
0,0,HYP,"Masod, Tak",,,"0-Masod, Tak",202602,2026020,0,,,,PJS
0,0,Foodplace,PARC Bangna,,,0-PARC Bangna,202602,2026020,0,,,,B2B
0,0,Foodplace,PARC Bangna,,,0-PARC Bangna,202602,2026020,0,,,,PJS
0,0,BMK,Petchpaiboon ,,,0-Petchpaiboon ,202602,2026020,0,,,,B2B
0,0,BMK,Petchpaiboon ,,,0-Petchpaiboon ,202602,2026020,0,,,,PJS
0,0,BMK,Sannambinnam,,,0-Sannambinnam,202602,2026020,0,,,,B2B
0,0,BMK,Sannambinnam,,,0-Sannambinnam,202602,2026020,0,,,,PJS
0,0,Foodplace,Udomsuk ,,,0-Udomsuk ,202602,2026020,0,,,,B2B
0,0,Foodplace,Udomsuk ,,,0-Udomsuk ,202602,2026020,0,,,,PJS
0,0,Foodplace,Uthaithani,,,0-Uthaithani,202602,2026020,0,,,,B2B
0,0,Foodplace,Uthaithani,,,0-Uthaithani,202602,2026020,0,,,,PJS
0,0,Foodplace,Yaowarat ,,,0-Yaowarat ,202602,2026020,0,,,,B2B
0,0,Foodplace,Yaowarat ,,,0-Yaowarat ,202602,2026020,0,,,,PJS
0,0,HYP,Bangbor (Samutprakarn),,,0-Bangbor (Samutprakarn),202603,2026030,0,,,,B2B
0,0,HYP,Bangbor (Samutprakarn),,,0-Bangbor (Samutprakarn),202603,2026030,0,,,,PJS
0,0,BMK,Boonchareon,,,0-Boonchareon,202603,2026030,0,,,,B2B
0,0,BMK,Boonchareon,,,0-Boonchareon,202603,2026030,0,,,,PJS
0,0,Foodplace,Chiangmai (Lannatique),,,0-Chiangmai (Lannatique),202603,2026030,0,,,,B2B
0,0,Foodplace,Chiangmai (Lannatique),,,0-Chiangmai (Lannatique),202603,2026030,0,,,,PJS
0,0,BMK,Ekkachai,,,0-Ekkachai,202603,2026030,0,,,,B2B
0,0,BMK,Ekkachai,,,0-Ekkachai,202603,2026030,0,,,,PJS
0,0,HYP,Khonkan ทางรถไฟ,,,0-Khonkan ทางรถไฟ,202603,2026030,0,,,,B2B
0,0,HYP,Khonkan ทางรถไฟ,,,0-Khonkan ทางรถไฟ,202603,2026030,0,,,,PJS
0,0,HYP,Korat,,,0-Korat,202603,2026030,0,,,,B2B
0,0,HYP,Korat,,,0-Korat,202603,2026030,0,,,,PJS
0,0,HYP,Ladkrabang,,,0-Ladkrabang,202603,2026030,0,,,,B2B
0,0,HYP,Ladkrabang,,,0-Ladkrabang,202603,2026030,0,,,,PJS
0,0,HYP,"Masod, Tak",,,"0-Masod, Tak",202603,2026030,0,,,,B2B
0,0,HYP,"Masod, Tak",,,"0-Masod, Tak",202603,2026030,0,,,,PJS
0,0,Foodplace,PARC Bangna,,,0-PARC Bangna,202603,2026030,0,,,,B2B
0,0,Foodplace,PARC Bangna,,,0-PARC Bangna,202603,2026030,0,,,,PJS
0,0,BMK,Petchpaiboon ,,,0-Petchpaiboon ,202603,2026030,0,,,,B2B
0,0,BMK,Petchpaiboon ,,,0-Petchpaiboon ,202603,2026030,0,,,,PJS
0,0,BMK,Sannambinnam,,,0-Sannambinnam,202603,2026030,0,,,,B2B
0,0,BMK,Sannambinnam,,,0-Sannambinnam,202603,2026030,0,,,,PJS
0,0,Foodplace,Udomsuk ,,,0-Udomsuk ,202603,2026030,0,,,,B2B
0,0,Foodplace,Udomsuk ,,,0-Udomsuk ,202603,2026030,0,,,,PJS
0,0,Foodplace,Uthaithani,,,0-Uthaithani,202603,2026030,0,,,,B2B
0,0,Foodplace,Uthaithani,,,0-Uthaithani,202603,2026030,0,,,,PJS
0,0,Foodplace,Yaowarat ,,,0-Yaowarat ,202603,2026030,0,,,,B2B
0,0,Foodplace,Yaowarat ,,,0-Yaowarat ,202603,2026030,0,,,,PJS
0,0,HYP,Bangbor (Samutprakarn),,,0-Bangbor (Samutprakarn),202604,2026040,0,,,,B2B
0,0,HYP,Bangbor (Samutprakarn),,,0-Bangbor (Samutprakarn),202604,2026040,0,,,,PJS
0,0,BMK,Boonchareon,,,0-Boonchareon,202604,2026040,0,,,,B2B
0,0,BMK,Boonchareon,,,0-Boonchareon,202604,2026040,0,,,,PJS
0,0,Foodplace,Chiangmai (Lannatique),,,0-Chiangmai (Lannatique),202604,2026040,0,,,,B2B
0,0,Foodplace,Chiangmai (Lannatique),,,0-Chiangmai (Lannatique),202604,2026040,0,,,,PJS
0,0,BMK,Ekkachai,,,0-Ekkachai,202604,2026040,0,,,,B2B
0,0,BMK,Ekkachai,,,0-Ekkachai,202604,2026040,0,,,,PJS
0,0,HYP,Khonkan ทางรถไฟ,,,0-Khonkan ทางรถไฟ,202604,2026040,0,,,,B2B
0,0,HYP,Khonkan ทางรถไฟ,,,0-Khonkan ทางรถไฟ,202604,2026040,0,,,,PJS
0,0,HYP,Korat,,,0-Korat,202604,2026040,0,,,,B2B
0,0,HYP,Korat,,,0-Korat,202604,2026040,0,,,,PJS
0,0,HYP,Ladkrabang,,,0-Ladkrabang,202604,2026040,0,,,,B2B
0,0,HYP,Ladkrabang,,,0-Ladkrabang,202604,2026040,0,,,,PJS
0,0,HYP,"Masod, Tak",,,"0-Masod, Tak",202604,2026040,0,,,,B2B
0,0,HYP,"Masod, Tak",,,"0-Masod, Tak",202604,2026040,0,,,,PJS
0,0,Foodplace,PARC Bangna,,,0-PARC Bangna,202604,2026040,0,,,,B2B
0,0,Foodplace,PARC Bangna,,,0-PARC Bangna,202604,2026040,0,,,,PJS
0,0,BMK,Petchpaiboon ,,,0-Petchpaiboon ,202604,2026040,0,,,,B2B
0,0,BMK,Petchpaiboon ,,,0-Petchpaiboon ,202604,2026040,0,,,,PJS
0,0,BMK,Sannambinnam,,,0-Sannambinnam,202604,2026040,0,,,,B2B
0,0,BMK,Sannambinnam,,,0-Sannambinnam,202604,2026040,0,,,,PJS
0,0,Foodplace,Udomsuk ,,,0-Udomsuk ,202604,2026040,0,,,,B2B
0,0,Foodplace,Udomsuk ,,,0-Udomsuk ,202604,2026040,0,,,,PJS
0,0,Foodplace,Uthaithani,,,0-Uthaithani,202604,2026040,0,,,,B2B
0,0,Foodplace,Uthaithani,,,0-Uthaithani,202604,2026040,0,,,,PJS
0,0,Foodplace,Yaowarat ,,,0-Yaowarat ,202604,2026040,0,,,,B2B
0,0,Foodplace,Yaowarat ,,,0-Yaowarat ,202604,2026040,0,,,,PJS
0,0,HYP,Bangbor (Samutprakarn),,,0-Bangbor (Samutprakarn),202605,2026050,0,,,,B2B
0,0,HYP,Bangbor (Samutprakarn),,,0-Bangbor (Samutprakarn),202605,2026050,0,,,,PJS
0,0,BMK,Boonchareon,,,0-Boonchareon,202605,2026050,0,,,,B2B
0,0,BMK,Boonchareon,,,0-Boonchareon,202605,2026050,0,,,,PJS
0,0,Foodplace,Chiangmai (Lannatique),,,0-Chiangmai (Lannatique),202605,2026050,0,,,,B2B
0,0,Foodplace,Chiangmai (Lannatique),,,0-Chiangmai (Lannatique),202605,2026050,0,,,,PJS
0,0,BMK,Ekkachai,,,0-Ekkachai,202605,2026050,0,,,,B2B
0,0,BMK,Ekkachai,,,0-Ekkachai,202605,2026050,0,,,,PJS
0,0,HYP,Khonkan ทางรถไฟ,,,0-Khonkan ทางรถไฟ,202605,2026050,0,,,,B2B
0,0,HYP,Khonkan ทางรถไฟ,,,0-Khonkan ทางรถไฟ,202605,2026050,0,,,,PJS
0,0,HYP,Korat,,,0-Korat,202605,2026050,0,,,,B2B
0,0,HYP,Korat,,,0-Korat,202605,2026050,0,,,,PJS
0,0,HYP,Ladkrabang,,,0-Ladkrabang,202605,2026050,0,,,,B2B
0,0,HYP,Ladkrabang,,,0-Ladkrabang,202605,2026050,0,,,,PJS
0,0,HYP,"Masod, Tak",,,"0-Masod, Tak",202605,2026050,0,,,,B2B
0,0,HYP,"Masod, Tak",,,"0-Masod, Tak",202605,2026050,0,,,,PJS
0,0,Foodplace,PARC Bangna,,,0-PARC Bangna,202605,2026050,0,,,,B2B
0,0,Foodplace,PARC Bangna,,,0-PARC Bangna,202605,2026050,0,,,,PJS
0,0,BMK,Petchpaiboon ,,,0-Petchpaiboon ,202605,2026050,0,,,,B2B
0,0,BMK,Petchpaiboon ,,,0-Petchpaiboon ,202605,2026050,0,,,,PJS
0,0,BMK,Sannambinnam,,,0-Sannambinnam,202605,2026050,0,,,,B2B
0,0,BMK,Sannambinnam,,,0-Sannambinnam,202605,2026050,0,,,,PJS
0,0,Foodplace,Udomsuk ,,,0-Udomsuk ,202605,2026050,0,,,,B2B
0,0,Foodplace,Udomsuk ,,,0-Udomsuk ,202605,2026050,0,,,,PJS
0,0,Foodplace,Uthaithani,,,0-Uthaithani,202605,2026050,0,,,,B2B
0,0,Foodplace,Uthaithani,,,0-Uthaithani,202605,2026050,0,,,,PJS
0,0,Foodplace,Yaowarat ,,,0-Yaowarat ,202605,2026050,0,,,,B2B
0,0,Foodplace,Yaowarat ,,,0-Yaowarat ,202605,2026050,0,,,,PJS
0,0,HYP,Bangbor (Samutprakarn),,,0-Bangbor (Samutprakarn),202606,2026060,0,,,,B2B
0,0,HYP,Bangbor (Samutprakarn),,,0-Bangbor (Samutprakarn),202606,2026060,0,,,,PJS
0,0,BMK,Boonchareon,,,0-Boonchareon,202606,2026060,0,,,,B2B
0,0,BMK,Boonchareon,,,0-Boonchareon,202606,2026060,0,,,,PJS
0,0,Foodplace,Chiangmai (Lannatique),,,0-Chiangmai (Lannatique),202606,2026060,0,,,,B2B
0,0,Foodplace,Chiangmai (Lannatique),,,0-Chiangmai (Lannatique),202606,2026060,0,,,,PJS
0,0,BMK,Ekkachai,,,0-Ekkachai,202606,2026060,0,,,,B2B
0,0,BMK,Ekkachai,,,0-Ekkachai,202606,2026060,0,,,,PJS
0,0,HYP,Khonkan ทางรถไฟ,,,0-Khonkan ทางรถไฟ,202606,2026060,0,,,,B2B
0,0,HYP,Khonkan ทางรถไฟ,,,0-Khonkan ทางรถไฟ,202606,2026060,0,,,,PJS
0,0,HYP,Korat,,,0-Korat,202606,2026060,0,,,,B2B
0,0,HYP,Korat,,,0-Korat,202606,2026060,0,,,,PJS
0,0,HYP,Ladkrabang,,,0-Ladkrabang,202606,2026060,0,,,,B2B
0,0,HYP,Ladkrabang,,,0-Ladkrabang,202606,2026060,0,,,,PJS
0,0,HYP,"Masod, Tak",,,"0-Masod, Tak",202606,2026060,0,,,,B2B
0,0,HYP,"Masod, Tak",,,"0-Masod, Tak",202606,2026060,0,,,,PJS
0,0,Foodplace,PARC Bangna,,,0-PARC Bangna,202606,2026060,0,,,,B2B
0,0,Foodplace,PARC Bangna,,,0-PARC Bangna,202606,2026060,0,,,,PJS
0,0,BMK,Petchpaiboon ,,,0-Petchpaiboon ,202606,2026060,0,,,,B2B
0,0,BMK,Petchpaiboon ,,,0-Petchpaiboon ,202606,2026060,0,,,,PJS
0,0,BMK,Sannambinnam,,,0-Sannambinnam,202606,2026060,0,,,,B2B
0,0,BMK,Sannambinnam,,,0-Sannambinnam,202606,2026060,0,,,,PJS
0,0,Foodplace,Udomsuk ,,,0-Udomsuk ,202606,2026060,0,,,,B2B
0,0,Foodplace,Udomsuk ,,,0-Udomsuk ,202606,2026060,0,,,,PJS
0,0,Foodplace,Uthaithani,,,0-Uthaithani,202606,2026060,0,,,,B2B
0,0,Foodplace,Uthaithani,,,0-Uthaithani,202606,2026060,0,,,,PJS
0,0,Foodplace,Yaowarat ,,,0-Yaowarat ,202606,2026060,0,,,,B2B
0,0,Foodplace,Yaowarat ,,,0-Yaowarat ,202606,2026060,0,,,,PJS
0,0,HYP,Bangbor (Samutprakarn),,,0-Bangbor (Samutprakarn),202607,2026070,0,,,,B2B
0,0,HYP,Bangbor (Samutprakarn),,,0-Bangbor (Samutprakarn),202607,2026070,0,,,,PJS
0,0,BMK,Boonchareon,,,0-Boonchareon,202607,2026070,0,,,,B2B
0,0,BMK,Boonchareon,,,0-Boonchareon,202607,2026070,0,,,,PJS
0,0,Foodplace,Chiangmai (Lannatique),,,0-Chiangmai (Lannatique),202607,2026070,0,,,,B2B
0,0,Foodplace,Chiangmai (Lannatique),,,0-Chiangmai (Lannatique),202607,2026070,0,,,,PJS
0,0,BMK,Ekkachai,,,0-Ekkachai,202607,2026070,0,,,,B2B
0,0,BMK,Ekkachai,,,0-Ekkachai,202607,2026070,0,,,,PJS
0,0,HYP,Khonkan ทางรถไฟ,,,0-Khonkan ทางรถไฟ,202607,2026070,0,,,,B2B
0,0,HYP,Khonkan ทางรถไฟ,,,0-Khonkan ทางรถไฟ,202607,2026070,0,,,,PJS
0,0,HYP,Korat,,,0-Korat,202607,2026070,0,,,,B2B
0,0,HYP,Korat,,,0-Korat,202607,2026070,0,,,,PJS
0,0,HYP,Ladkrabang,,,0-Ladkrabang,202607,2026070,0,,,,B2B
0,0,HYP,Ladkrabang,,,0-Ladkrabang,202607,2026070,0,,,,PJS
0,0,HYP,"Masod, Tak",,,"0-Masod, Tak",202607,2026070,0,,,,B2B
0,0,HYP,"Masod, Tak",,,"0-Masod, Tak",202607,2026070,0,,,,PJS
0,0,Foodplace,PARC Bangna,,,0-PARC Bangna,202607,2026070,0,,,,B2B
0,0,Foodplace,PARC Bangna,,,0-PARC Bangna,202607,2026070,0,,,,PJS
0,0,BMK,Petchpaiboon ,,,0-Petchpaiboon ,202607,2026070,0,,,,B2B
0,0,BMK,Petchpaiboon ,,,0-Petchpaiboon ,202607,2026070,0,,,,PJS
0,0,BMK,Sannambinnam,,,0-Sannambinnam,202607,2026070,0,,,,B2B
0,0,BMK,Sannambinnam,,,0-Sannambinnam,202607,2026070,0,,,,PJS
0,0,Foodplace,Udomsuk ,,,0-Udomsuk ,202607,2026070,0,,,,B2B
0,0,Foodplace,Udomsuk ,,,0-Udomsuk ,202607,2026070,0,,,,PJS
0,0,Foodplace,Uthaithani,,,0-Uthaithani,202607,2026070,0,,,,B2B
0,0,Foodplace,Uthaithani,,,0-Uthaithani,202607,2026070,0,,,,PJS
0,0,Foodplace,Yaowarat ,,,0-Yaowarat ,202607,2026070,0,,,,B2B
0,0,Foodplace,Yaowarat ,,,0-Yaowarat ,202607,2026070,0,,,,PJS
0,0,HYP,Bangbor (Samutprakarn),,,0-Bangbor (Samutprakarn),202608,2026080,0,,,,B2B
0,0,HYP,Bangbor (Samutprakarn),,,0-Bangbor (Samutprakarn),202608,2026080,0,,,,PJS
0,0,BMK,Boonchareon,,,0-Boonchareon,202608,2026080,0,,,,B2B
0,0,BMK,Boonchareon,,,0-Boonchareon,202608,2026080,0,,,,PJS
0,0,Foodplace,Chiangmai (Lannatique),,,0-Chiangmai (Lannatique),202608,2026080,0,,,,B2B
0,0,Foodplace,Chiangmai (Lannatique),,,0-Chiangmai (Lannatique),202608,2026080,0,,,,PJS
0,0,BMK,Ekkachai,,,0-Ekkachai,202608,2026080,0,,,,B2B
0,0,BMK,Ekkachai,,,0-Ekkachai,202608,2026080,0,,,,PJS
0,0,HYP,Khonkan ทางรถไฟ,,,0-Khonkan ทางรถไฟ,202608,2026080,0,,,,B2B
0,0,HYP,Khonkan ทางรถไฟ,,,0-Khonkan ทางรถไฟ,202608,2026080,0,,,,PJS
0,0,HYP,Korat,,,0-Korat,202608,2026080,0,,,,B2B
0,0,HYP,Korat,,,0-Korat,202608,2026080,0,,,,PJS
0,0,HYP,Ladkrabang,,,0-Ladkrabang,202608,2026080,0,,,,B2B
0,0,HYP,Ladkrabang,,,0-Ladkrabang,202608,2026080,0,,,,PJS
0,0,HYP,"Masod, Tak",,,"0-Masod, Tak",202608,2026080,0,,,,B2B
0,0,HYP,"Masod, Tak",,,"0-Masod, Tak",202608,2026080,0,,,,PJS
0,0,Foodplace,PARC Bangna,,,0-PARC Bangna,202608,2026080,0,,,,B2B
0,0,Foodplace,PARC Bangna,,,0-PARC Bangna,202608,2026080,0,,,,PJS
0,0,BMK,Petchpaiboon ,,,0-Petchpaiboon ,202608,2026080,0,,,,B2B
0,0,BMK,Petchpaiboon ,,,0-Petchpaiboon ,202608,2026080,0,,,,PJS
0,0,BMK,Sannambinnam,,,0-Sannambinnam,202608,2026080,0,,,,B2B
0,0,BMK,Sannambinnam,,,0-Sannambinnam,202608,2026080,0,,,,PJS
0,0,Foodplace,Udomsuk ,,,0-Udomsuk ,202608,2026080,0,,,,B2B
0,0,Foodplace,Udomsuk ,,,0-Udomsuk ,202608,2026080,0,,,,PJS
0,0,Foodplace,Uthaithani,,,0-Uthaithani,202608,2026080,0,,,,B2B
0,0,Foodplace,Uthaithani,,,0-Uthaithani,202608,2026080,0,,,,PJS
0,0,Foodplace,Yaowarat ,,,0-Yaowarat ,202608,2026080,0,,,,B2B
0,0,Foodplace,Yaowarat ,,,0-Yaowarat ,202608,2026080,0,,,,PJS
0,0,HYP,Bangbor (Samutprakarn),,,0-Bangbor (Samutprakarn),202609,2026090,0,,,,B2B
0,0,HYP,Bangbor (Samutprakarn),,,0-Bangbor (Samutprakarn),202609,2026090,0,,,,PJS
0,0,BMK,Boonchareon,,,0-Boonchareon,202609,2026090,0,,,,B2B
0,0,BMK,Boonchareon,,,0-Boonchareon,202609,2026090,0,,,,PJS
0,0,Foodplace,Chiangmai (Lannatique),,,0-Chiangmai (Lannatique),202609,2026090,0,,,,B2B
0,0,Foodplace,Chiangmai (Lannatique),,,0-Chiangmai (Lannatique),202609,2026090,0,,,,PJS
0,0,BMK,Ekkachai,,,0-Ekkachai,202609,2026090,0,,,,B2B
0,0,BMK,Ekkachai,,,0-Ekkachai,202609,2026090,0,,,,PJS
0,0,HYP,Khonkan ทางรถไฟ,,,0-Khonkan ทางรถไฟ,202609,2026090,0,,,,B2B
0,0,HYP,Khonkan ทางรถไฟ,,,0-Khonkan ทางรถไฟ,202609,2026090,0,,,,PJS
0,0,HYP,Korat,,,0-Korat,202609,2026090,0,,,,B2B
0,0,HYP,Korat,,,0-Korat,202609,2026090,0,,,,PJS
0,0,HYP,Ladkrabang,,,0-Ladkrabang,202609,2026090,0,,,,B2B
0,0,HYP,Ladkrabang,,,0-Ladkrabang,202609,2026090,0,,,,PJS
0,0,HYP,"Masod, Tak",,,"0-Masod, Tak",202609,2026090,0,,,,B2B
0,0,HYP,"Masod, Tak",,,"0-Masod, Tak",202609,2026090,0,,,,PJS
0,0,Foodplace,PARC Bangna,,,0-PARC Bangna,202609,2026090,0,,,,B2B
0,0,Foodplace,PARC Bangna,,,0-PARC Bangna,202609,2026090,0,,,,PJS
0,0,BMK,Petchpaiboon ,,,0-Petchpaiboon ,202609,2026090,0,,,,B2B
0,0,BMK,Petchpaiboon ,,,0-Petchpaiboon ,202609,2026090,0,,,,PJS
0,0,BMK,Sannambinnam,,,0-Sannambinnam,202609,2026090,0,,,,B2B
0,0,BMK,Sannambinnam,,,0-Sannambinnam,202609,2026090,0,,,,PJS
0,0,Foodplace,Udomsuk ,,,0-Udomsuk ,202609,2026090,0,,,,B2B
0,0,Foodplace,Udomsuk ,,,0-Udomsuk ,202609,2026090,0,,,,PJS
0,0,Foodplace,Uthaithani,,,0-Uthaithani,202609,2026090,0,,,,B2B
0,0,Foodplace,Uthaithani,,,0-Uthaithani,202609,2026090,0,,,,PJS
0,0,Foodplace,Yaowarat ,,,0-Yaowarat ,202609,2026090,0,,,,B2B
0,0,Foodplace,Yaowarat ,,,0-Yaowarat ,202609,2026090,0,,,,PJS
0,0,HYP,Bangbor (Samutprakarn),,,0-Bangbor (Samutprakarn),202610,2026100,0,,,,B2B
0,0,HYP,Bangbor (Samutprakarn),,,0-Bangbor (Samutprakarn),202610,2026100,0,,,,PJS
0,0,BMK,Boonchareon,,,0-Boonchareon,202610,2026100,0,,,,B2B
0,0,BMK,Boonchareon,,,0-Boonchareon,202610,2026100,0,,,,PJS
0,0,Foodplace,Chiangmai (Lannatique),,,0-Chiangmai (Lannatique),202610,2026100,0,,,,B2B
0,0,Foodplace,Chiangmai (Lannatique),,,0-Chiangmai (Lannatique),202610,2026100,0,,,,PJS
0,0,BMK,Ekkachai,,,0-Ekkachai,202610,2026100,0,,,,B2B
0,0,BMK,Ekkachai,,,0-Ekkachai,202610,2026100,0,,,,PJS
0,0,HYP,Khonkan ทางรถไฟ,,,0-Khonkan ทางรถไฟ,202610,2026100,0,,,,B2B
0,0,HYP,Khonkan ทางรถไฟ,,,0-Khonkan ทางรถไฟ,202610,2026100,0,,,,PJS
0,0,HYP,Korat,,,0-Korat,202610,2026100,0,,,,B2B
0,0,HYP,Korat,,,0-Korat,202610,2026100,0,,,,PJS
0,0,HYP,Ladkrabang,,,0-Ladkrabang,202610,2026100,0,,,,B2B
0,0,HYP,Ladkrabang,,,0-Ladkrabang,202610,2026100,0,,,,PJS
0,0,HYP,"Masod, Tak",,,"0-Masod, Tak",202610,2026100,0,,,,B2B
0,0,HYP,"Masod, Tak",,,"0-Masod, Tak",202610,2026100,0,,,,PJS
0,0,Foodplace,PARC Bangna,,,0-PARC Bangna,202610,2026100,0,,,,B2B
0,0,Foodplace,PARC Bangna,,,0-PARC Bangna,202610,2026100,0,,,,PJS
0,0,BMK,Petchpaiboon ,,,0-Petchpaiboon ,202610,2026100,0,,,,B2B
0,0,BMK,Petchpaiboon ,,,0-Petchpaiboon ,202610,2026100,0,,,,PJS
0,0,BMK,Sannambinnam,,,0-Sannambinnam,202610,2026100,0,,,,B2B
0,0,BMK,Sannambinnam,,,0-Sannambinnam,202610,2026100,0,,,,PJS
0,0,Foodplace,Udomsuk ,,,0-Udomsuk ,202610,2026100,0,,,,B2B
0,0,Foodplace,Udomsuk ,,,0-Udomsuk ,202610,2026100,0,,,,PJS
0,0,Foodplace,Uthaithani,,,0-Uthaithani,202610,2026100,0,,,,B2B
0,0,Foodplace,Uthaithani,,,0-Uthaithani,202610,2026100,0,,,,PJS
0,0,Foodplace,Yaowarat ,,,0-Yaowarat ,202610,2026100,0,,,,B2B
0,0,Foodplace,Yaowarat ,,,0-Yaowarat ,202610,2026100,0,,,,PJS
0,0,HYP,Bangbor (Samutprakarn),,,0-Bangbor (Samutprakarn),202611,2026110,0,,,,B2B
0,0,HYP,Bangbor (Samutprakarn),,,0-Bangbor (Samutprakarn),202611,2026110,0,,,,PJS
0,0,BMK,Boonchareon,,,0-Boonchareon,202611,2026110,0,,,,B2B
0,0,BMK,Boonchareon,,,0-Boonchareon,202611,2026110,0,,,,PJS
0,0,Foodplace,Chiangmai (Lannatique),,,0-Chiangmai (Lannatique),202611,2026110,0,,,,B2B
0,0,Foodplace,Chiangmai (Lannatique),,,0-Chiangmai (Lannatique),202611,2026110,0,,,,PJS
0,0,BMK,Ekkachai,,,0-Ekkachai,202611,2026110,0,,,,B2B
0,0,BMK,Ekkachai,,,0-Ekkachai,202611,2026110,0,,,,PJS
0,0,HYP,Khonkan ทางรถไฟ,,,0-Khonkan ทางรถไฟ,202611,2026110,0,,,,B2B
0,0,HYP,Khonkan ทางรถไฟ,,,0-Khonkan ทางรถไฟ,202611,2026110,0,,,,PJS
0,0,HYP,Korat,,,0-Korat,202611,2026110,0,,,,B2B
0,0,HYP,Korat,,,0-Korat,202611,2026110,0,,,,PJS
0,0,HYP,Ladkrabang,,,0-Ladkrabang,202611,2026110,0,,,,B2B
0,0,HYP,Ladkrabang,,,0-Ladkrabang,202611,2026110,0,,,,PJS
0,0,HYP,"Masod, Tak",,,"0-Masod, Tak",202611,2026110,0,,,,B2B
0,0,HYP,"Masod, Tak",,,"0-Masod, Tak",202611,2026110,0,,,,PJS
0,0,Foodplace,PARC Bangna,,,0-PARC Bangna,202611,2026110,0,,,,B2B
